AGE,EDCL,MARRIED,KIDS,OCCAT1,INCOME,NETWORTH,tolerancia_risco,RISK
46,4,1,3,1,623686.12224,2846450.0,0.0,4
46,4,1,3,1,624767.03407,2846450.0,0.0,4
33,1,2,1,4,20537.324649,320.0,0.0,4
33,1,2,1,4,20537.324649,320.0,0.0,4
33,1,2,1,4,19456.412826,320.0,0.0,4
33,1,2,1,4,21618.236473,320.0,0.0,4
33,1,2,1,4,21618.236473,320.0,0.0,4
78,2,2,1,3,63341.432866,492400.0,0.0,4
78,2,2,1,3,64422.344689,482680.0,0.0,4
78,2,2,1,3,63341.432866,495080.0,0.0,4
78,2,2,1,3,64422.344689,508550.0,0.0,4
78,2,2,1,3,63341.432866,508490.0,0.0,4
52,3,1,0,1,311302.60521,706090.0,0.0,4
52,3,1,0,1,311302.60521,674100.0,0.0,4
52,3,1,0,1,310221.69339,705100.0,0.0,4
52,3,1,0,1,311302.60521,706100.0,0.0,4
52,3,1,0,1,311302.60521,704090.0,0.0,4
64,2,1,0,3,54153.682365,17150.0,0.0,4
64,2,1,0,3,54153.682365,26150.0,0.0,4
64,2,1,0,3,54153.682365,25150.0,0.0,4
64,2,1,0,3,54153.682365,25150.0,0.0,4
64,2,1,0,3,54153.682365,19350.0,0.0,4
67,2,2,0,3,23780.06012,112860.0,0.0,4
67,2,2,0,3,22699.148297,108860.0,0.0,4
67,2,2,0,3,23780.06012,106560.0,0.0,4
67,2,2,0,3,22699.148297,113860.0,0.0,4
67,2,2,0,3,22699.148297,107660.0,0.0,4
57,4,1,1,2,6485470.9419,77917000.0,0.9187798603454612,1
57,4,1,1,2,6280097.6954,60729600.0,0.9743627953895445,1
57,4,1,1,2,6355761.523,56469500.0,0.9744493644583925,1
57,4,1,1,2,6193624.7495,85330400.0,0.9229580497291291,1
57,4,1,1,2,6193624.7495,40413500.0,0.9277958511132706,1
80,4,1,0,3,76744.739479,4607000.0,0.7732300884955752,1
80,4,1,0,3,79987.47495,4691000.0,0.759765625,1
80,4,1,0,3,81068.386774,4971000.0,0.7582534611288605,1
80,4,1,0,3,82149.298597,4984000.0,0.7721518987341772,1
80,4,1,0,3,79987.47495,4026000.0,0.693034238488784,2
76,1,2,0,3,10809.118236,1.0,0.0,4
76,1,2,0,3,11890.03006,1.0,0.0,4
76,1,2,0,3,10809.118236,1.0,0.0,4
76,1,2,0,3,10809.118236,1.0,0.0,4
76,1,2,0,3,11890.03006,1.0,0.0,4
43,4,1,1,1,97282.064128,-124950.0,0.9632224168126094,1
43,4,1,1,1,97282.064128,-78730.0,0.29936305732484075,3
43,4,1,1,1,96201.152305,-56670.0,0.3861003861003861,3
43,4,1,1,1,98362.975952,-109190.0,0.7816277195809831,1
43,4,1,1,1,98362.975952,-105280.0,0.38461538461538464,3
76,3,2,0,3,1506791.0822,26141000.0,0.9923664122137404,1
76,3,2,0,3,1433289.0782,26141000.0,0.9923664122137404,1
76,3,2,0,3,896075.9018,26141000.0,0.9923664122137404,1
76,3,2,0,3,1115501.002,26143000.0,0.9923664122137404,1
76,3,2,0,3,1277637.7756,26141000.0,0.9923664122137404,1
44,1,1,0,1,82149.298597,700.0,0.0,4
44,1,1,0,1,77825.651303,700.0,0.0,4
44,1,1,0,1,89715.681363,700.0,0.0,4
44,1,1,0,1,83230.210421,700.0,0.0,4
44,1,1,0,1,81068.386774,700.0,0.0,4
57,4,1,0,1,545860.47094,8104200.0,0.9571508069003896,1
57,4,1,0,1,545860.47094,8130200.0,0.9571508069003896,1
57,4,1,0,1,545860.47094,8062300.0,0.9571508069003896,1
57,4,1,0,1,545860.47094,8118200.0,0.9571508069003896,1
57,4,1,0,1,546941.38277,8071500.0,0.9571508069003896,1
34,4,1,0,2,148301.1022,34210.0,0.0,4
34,4,1,0,2,148301.1022,16990.0,0.0,4
34,4,1,0,2,148301.1022,91970.0,0.0,4
34,4,1,0,2,148301.1022,45680.0,0.0,4
34,4,1,0,2,148301.1022,94910.0,0.0,4
69,4,1,0,3,171432.61523,2099000.0,0.4744897959183674,3
69,4,1,0,3,177918.08617,2099000.0,0.4744897959183674,3
69,4,1,0,3,186565.38076,2101000.0,0.4744897959183674,3
69,4,1,0,3,188727.20441,2100000.0,0.4744897959183674,3
69,4,1,0,3,185484.46894,2099000.0,0.4744897959183674,3
54,3,2,0,1,38912.825651,-33750.0,0.0,4
54,3,2,0,1,37831.913828,-34740.0,0.0,4
54,3,2,0,1,38912.825651,-33740.0,0.0,4
54,3,2,0,1,37831.913828,-34840.0,0.0,4
54,3,2,0,1,37831.913828,-33850.0,0.0,4
48,4,1,0,1,141599.4489,1147000.0,0.5602240896358543,2
48,4,1,0,1,141599.4489,1146900.0,0.5602240896358543,2
48,4,1,0,1,141599.4489,1147000.0,0.5602240896358543,2
48,4,1,0,1,141599.4489,1146900.0,0.5602240896358543,2
48,4,1,0,1,141599.4489,1146800.0,0.5602240896358543,2
61,3,2,1,1,63773.797595,410600.0,0.0,4
61,3,2,1,1,63773.797595,386400.0,0.0,4
61,3,2,1,1,63773.797595,414600.0,0.0,4
61,3,2,1,1,64854.709419,442100.0,0.0,4
61,3,2,1,1,64854.709419,374700.0,0.0,4
45,4,2,0,1,6485.4709419,11200.0,0.0,4
45,4,2,0,1,6485.4709419,10700.0,0.0,4
45,4,2,0,1,6485.4709419,10080.0,0.0,4
45,4,2,0,1,6485.4709419,9930.0,0.0,4
45,4,2,0,1,6485.4709419,13000.0,0.0,4
64,3,2,1,3,162136.77355,20300.0,0.0,4
64,3,2,1,3,162136.77355,20300.0,0.0,4
64,3,2,1,3,162136.77355,20300.0,0.0,4
64,3,2,1,3,162136.77355,20300.0,0.0,4
64,3,2,1,3,162136.77355,20300.0,0.0,4
45,4,1,1,1,64854.709419,107800.0,0.0,4
45,4,1,1,1,64854.709419,145100.0,0.0,4
45,4,1,1,1,64854.709419,111800.0,0.0,4
45,4,1,1,1,64854.709419,48800.0,0.0,4
45,4,1,1,1,64854.709419,194800.0,0.0,4
42,4,1,2,1,1588940.3808,4312060.0,0.47272593428704635,3
42,4,1,2,1,1470040.0802,4253360.0,0.43845570211275825,3
42,4,1,2,1,1675413.3267,4279360.0,0.41542247290422474,3
42,4,1,2,1,1567322.1443,4249760.0,0.5567505451116742,2
42,4,1,2,1,1448421.8437,4355060.0,0.40359648415450367,3
38,3,2,2,1,34589.178357,143020.0,0.0,4
38,3,2,2,1,34589.178357,143080.0,0.0,4
38,3,2,2,1,34589.178357,143060.0,0.0,4
38,3,2,2,1,34589.178357,142020.0,0.0,4
38,3,2,2,1,34589.178357,142080.0,0.0,4
58,1,2,0,4,15132.765531,-1000.0,0.0,4
58,1,2,0,4,15132.765531,-1000.0,0.0,4
58,1,2,0,4,15132.765531,-1000.0,0.0,4
58,1,2,0,4,15132.765531,-1000.0,0.0,4
58,1,2,0,4,15132.765531,-1000.0,0.0,4
30,4,1,0,1,85392.034068,3500.0,0.0,4
30,4,1,0,1,87553.857715,500.0,0.0,4
30,4,1,0,1,73502.004008,500.0,0.0,4
30,4,1,0,1,71340.180361,-500.0,0.0,4
30,4,1,0,1,70259.268537,-1500.0,0.0,4
38,4,2,2,1,123223.9479,192000.0,0.0,4
38,4,2,2,1,123223.9479,197600.0,0.0,4
38,4,2,2,1,124304.85972,195400.0,0.0,4
38,4,2,2,1,124304.85972,193300.0,0.0,4
38,4,2,2,1,124304.85972,192200.0,0.0,4
46,2,2,0,3,11890.03006,1.0,0.0,4
46,2,2,0,3,10809.118236,1.0,0.0,4
46,2,2,0,3,11890.03006,1.0,0.0,4
46,2,2,0,3,11890.03006,1.0,0.0,4
46,2,2,0,3,12970.941884,1.0,0.0,4
53,2,1,1,2,82149.298597,57000.0,0.0,4
53,2,1,1,2,82149.298597,55400.0,0.0,4
53,2,1,1,2,83230.210421,53690.0,0.0,4
53,2,1,1,2,83230.210421,58410.0,0.0,4
53,2,1,1,2,83230.210421,22400.0,0.0,4
56,4,1,1,1,448578.40681,7668000.0,0.989990100098999,1
56,4,1,1,1,448578.40681,7705900.0,0.989990100098999,1
56,4,1,1,1,447497.49499,7693910.0,0.9899864701849075,1
56,4,1,1,1,448578.40681,7701000.0,0.9899538021558993,1
56,4,1,1,1,447497.49499,7675900.0,0.989990100098999,1
71,1,1,1,3,104848.44689,101800.0,0.0,4
71,1,1,1,3,105929.35872,100800.0,0.0,4
71,1,1,1,3,107010.27054,101800.0,0.0,4
71,1,1,1,3,104848.44689,101800.0,0.0,4
71,1,1,1,3,105929.35872,102800.0,0.0,4
25,1,1,0,1,23780.06012,13150.0,0.0,4
25,1,1,0,1,23780.06012,13140.0,0.0,4
25,1,1,0,1,22699.148297,13150.0,0.0,4
25,1,1,0,1,23780.06012,13050.0,0.0,4
25,1,1,0,1,22699.148297,13140.0,0.0,4
64,1,1,0,1,43236.472946,264200.0,0.0,4
64,1,1,0,1,43236.472946,265190.0,0.0,4
64,1,1,0,1,43236.472946,267450.0,0.0,4
64,1,1,0,1,43236.472946,257650.0,0.0,4
64,1,1,0,1,43236.472946,272250.0,0.0,4
53,2,2,0,1,42155.561122,11070.0,0.0,4
53,2,2,0,1,28103.707415,13080.0,0.0,4
53,2,2,0,1,33508.266533,9030.0,0.0,4
53,2,2,0,1,34589.178357,16141.0,0.9808500700607193,1
53,2,2,0,1,39993.737475,14021.0,0.0,4
58,2,1,0,2,806360.22044,14519500.0,0.7734806629834254,1
58,2,1,0,2,928503.25651,13124500.0,0.7777777777777778,1
58,2,1,0,2,806360.22044,12993500.0,0.7777777777777778,1
58,2,1,0,2,758800.1002,13958500.0,0.7751937984496124,1
58,2,1,0,2,762042.83567,14171500.0,0.779510022271715,1
55,4,1,1,2,365348.19639,2473800.0,0.0,4
55,4,1,1,2,357781.81363,2513500.0,0.0,4
55,4,1,1,2,355619.98998,2568100.0,0.0,4
55,4,1,1,2,357781.81363,2524700.0,0.0,4
55,4,1,1,2,379400.0501,2619900.0,0.0,4
50,4,1,1,1,130790.33066,917000.0,0.0,4
50,4,1,1,1,130790.33066,917000.0,0.0,4
50,4,1,1,1,130790.33066,917000.0,0.0,4
50,4,1,1,1,130790.33066,917100.0,0.0,4
50,4,1,1,1,130790.33066,917000.0,0.0,4
54,4,1,2,2,1470040.0802,21228000.0,0.0,4
54,4,1,2,2,1470040.0802,21216000.0,0.0,4
54,4,1,2,2,1470040.0802,20461000.0,0.0,4
54,4,1,2,2,1470040.0802,21719000.0,0.0,4
54,4,1,2,2,1459230.9619,21353000.0,0.0,4
34,4,2,1,2,0.0,533800.0,0.2054794520547945,4
34,4,2,1,2,0.0,537800.0,0.2054794520547945,4
34,4,2,1,2,0.0,536800.0,0.2054794520547945,4
34,4,2,1,2,0.0,536800.0,0.2054794520547945,4
34,4,2,1,2,0.0,533800.0,0.2054794520547945,4
31,2,2,2,1,45398.296593,-54610.0,0.0,4
31,2,2,2,1,45398.296593,-54600.0,0.0,4
31,2,2,2,1,45398.296593,-54610.0,0.0,4
31,2,2,2,1,46479.208417,-54500.0,0.0,4
31,2,2,2,1,45398.296593,-54610.0,0.0,4
79,3,2,0,3,122143.03607,184405.0,0.0,4
79,3,2,0,3,92958.416834,244730.0,0.0,4
79,3,2,0,3,61611.973948,188740.0,0.0,4
79,3,2,0,3,79987.47495,238900.0,0.0,4
79,3,2,0,3,81068.386774,197020.0,0.0,4
45,4,1,1,1,237800.6012,410100.0,0.37537537537537535,3
45,4,1,1,1,237800.6012,409100.0,0.37537537537537535,3
45,4,1,1,1,237800.6012,410100.0,0.37537537537537535,3
45,4,1,1,1,237800.6012,409100.0,0.37537537537537535,3
45,4,1,1,1,237800.6012,409100.0,0.37537537537537535,3
47,4,1,1,1,2691470.4409,13732000.0,0.3934553954031944,3
47,4,1,1,1,2693956.5381,11616000.0,0.7792207792207793,1
47,4,1,1,1,2691470.4409,10424000.0,0.7100175746924429,2
47,4,1,1,1,2691470.4409,11417000.0,0.7748360456643186,1
47,4,1,1,1,2691470.4409,11716000.0,0.7356948228882834,2
71,4,1,0,3,225910.57114,789500.0,0.0,4
71,4,1,0,3,216182.36473,810500.0,0.0,4
71,4,1,0,3,221586.92385,797500.0,0.0,4
71,4,1,0,3,221586.92385,803500.0,0.0,4
71,4,1,0,3,225910.57114,794500.0,0.0,4
57,3,1,1,1,32427.354709,526100.0,0.0,4
57,3,1,1,1,32427.354709,535430.0,0.0,4
57,3,1,1,1,32427.354709,532800.0,0.0,4
57,3,1,1,1,32427.354709,550600.0,0.0,4
57,3,1,1,1,32427.354709,540430.0,0.0,4
60,4,2,0,2,408584.66934,1035000.0,0.9859154929577465,1
60,4,2,0,2,407503.75752,1035000.0,0.9859154929577465,1
60,4,2,0,2,404261.02204,1034000.0,0.9859154929577465,1
60,4,2,0,2,408584.66934,1035000.0,0.9859154929577465,1
60,4,2,0,2,404261.02204,1034000.0,0.9859154929577465,1
63,4,1,0,2,1967259.519,86475300.0,0.8571428571428571,1
63,4,1,0,2,1783504.509,86475300.0,0.8571428571428571,1
63,4,1,0,2,2745516.0321,86475300.0,0.8571428571428571,1
63,4,1,0,2,1805122.7455,86464300.0,0.8571428571428571,1
63,4,1,0,2,2064541.5832,86475300.0,0.8571428571428571,1
61,2,1,2,1,79987.47495,117150.0,0.0,4
61,2,1,2,1,79987.47495,125740.0,0.0,4
61,2,1,2,1,79987.47495,123340.0,0.0,4
61,2,1,2,1,77825.651303,122140.0,0.0,4
61,2,1,2,1,79987.47495,120140.0,0.0,4
29,3,1,1,1,58369.238477,3920.0,0.0,4
29,3,1,1,1,58369.238477,7920.0,0.0,4
29,3,1,1,1,58369.238477,9920.0,0.0,4
29,3,1,1,1,58369.238477,10920.0,0.0,4
29,3,1,1,1,58369.238477,6920.0,0.0,4
30,4,2,0,1,273470.69138,-91080.0,0.0,4
30,4,2,0,1,273470.69138,-92070.0,0.0,4
30,4,2,0,1,273470.69138,-92060.0,0.0,4
30,4,2,0,1,273470.69138,-90060.0,0.0,4
30,4,2,0,1,273470.69138,-90000.0,0.0,4
50,3,2,0,2,29184.619238,209750.0,0.0,4
50,3,2,0,2,29184.619238,215750.0,0.0,4
50,3,2,0,2,29184.619238,211750.0,0.0,4
50,3,2,0,2,29184.619238,207650.0,0.0,4
50,3,2,0,2,29184.619238,210250.0,0.0,4
83,4,1,0,2,523161.32265,9438500.0,0.8695652173913043,1
83,4,1,0,2,523161.32265,9443500.0,0.8695652173913043,1
83,4,1,0,2,524242.23447,9440500.0,0.8695652173913043,1
83,4,1,0,2,524242.23447,9435500.0,0.8695652173913043,1
83,4,1,0,2,529646.79359,9452500.0,0.8695652173913043,1
23,3,1,0,1,129709.41884,416400.0,0.0,4
23,3,1,0,1,129709.41884,416400.0,0.0,4
23,3,1,0,1,129709.41884,416400.0,0.0,4
23,3,1,0,1,129709.41884,416400.0,0.0,4
23,3,1,0,1,129709.41884,416400.0,0.0,4
58,2,1,2,2,124304.85972,19213100.0,0.8518518518518519,1
58,2,1,2,2,125385.77154,19211000.0,0.8518518518518519,1
58,2,1,2,2,124304.85972,19213100.0,0.8518518518518519,1
58,2,1,2,2,124304.85972,19214000.0,0.8518518518518519,1
58,2,1,2,2,124304.85972,19212500.0,0.8518518518518519,1
50,4,1,2,2,1642985.9719,22248000.0,0.8541793776693105,1
50,4,1,2,2,1707840.6814,19646000.0,0.7824163671551009,1
50,4,1,2,2,2161823.6473,22847000.0,0.8626473689255247,1
50,4,1,2,2,1837550.1002,20375000.0,0.8162752731382644,1
50,4,1,2,2,1772695.3908,22372000.0,0.8534993473240285,1
37,4,1,3,1,194564.12826,525500.0,0.0,4
37,4,1,3,1,194564.12826,516500.0,0.0,4
37,4,1,3,1,194564.12826,525500.0,0.0,4
37,4,1,3,1,194564.12826,508500.0,0.0,4
37,4,1,3,1,194564.12826,522500.0,0.0,4
35,4,1,0,1,97282.064128,17200.0,0.054945054945054944,4
35,4,1,0,1,97282.064128,18500.0,0.05405405405405406,4
35,4,1,0,1,97282.064128,17500.0,0.05405405405405406,4
35,4,1,0,1,97282.064128,16500.0,0.05405405405405406,4
35,4,1,0,1,97282.064128,16500.0,0.05405405405405406,4
21,3,2,0,4,16213.677355,62600.0,0.0,4
21,3,2,0,4,16213.677355,62600.0,0.0,4
21,3,2,0,4,16213.677355,62600.0,0.0,4
21,3,2,0,4,16213.677355,71000.0,0.14213197969543148,4
21,3,2,0,4,16213.677355,65900.0,0.04259259259259259,4
39,3,1,3,1,87553.857715,47590.0,0.0,4
39,3,1,3,1,86472.945892,47480.0,0.0,4
39,3,1,3,1,86472.945892,47380.0,0.0,4
39,3,1,3,1,87553.857715,48580.0,0.0,4
39,3,1,3,1,86472.945892,46580.0,0.0,4
59,3,1,0,2,329678.10621,4972400.0,0.0,4
59,3,1,0,2,329678.10621,5001600.0,0.0,4
59,3,1,0,2,329678.10621,4975800.0,0.0,4
59,3,1,0,2,329678.10621,4973700.0,0.0,4
59,3,1,0,2,329678.10621,4963000.0,0.0,4
48,3,2,0,3,34589.178357,12500.0,0.0,4
48,3,2,0,3,34589.178357,24200.0,0.0,4
48,3,2,0,3,34589.178357,20200.0,0.0,4
48,3,2,0,3,34589.178357,17000.0,0.0,4
48,3,2,0,3,35670.09018,29200.0,0.0,4
58,1,2,0,1,17294.589178,13500.0,0.0,4
58,1,2,0,1,17294.589178,18360.0,0.0,4
58,1,2,0,1,17294.589178,21000.0,0.0,4
58,1,2,0,1,17294.589178,18200.0,0.0,4
58,1,2,0,1,17294.589178,22100.0,0.0,4
60,2,2,0,3,14051.853707,100.0,0.0,4
60,2,2,0,3,15132.765531,100.0,0.0,4
60,2,2,0,3,15132.765531,100.0,0.0,4
60,2,2,0,3,15132.765531,100.0,0.0,4
60,2,2,0,3,14051.853707,100.0,0.0,4
44,3,2,0,1,75663.827655,89210.0,0.0,4
44,3,2,0,1,75663.827655,114130.0,0.0,4
44,3,2,0,1,75663.827655,128040.0,0.0,4
44,3,2,0,1,75663.827655,76030.0,0.0,4
44,3,2,0,1,75663.827655,179310.0,0.0,4
53,4,1,1,1,108091.18236,6800.0,0.0,4
53,4,1,1,1,108091.18236,6800.0,0.0,4
53,4,1,1,1,108091.18236,6900.0,0.0,4
53,4,1,1,1,108091.18236,5800.0,0.0,4
53,4,1,1,1,108091.18236,6600.0,0.0,4
32,4,1,0,1,232396.04208,795700.0,0.3,3
32,4,1,0,1,232396.04208,794800.0,0.3,3
32,4,1,0,1,232396.04208,795800.0,0.3,3
32,4,1,0,1,232396.04208,794800.0,0.3,3
32,4,1,0,1,232396.04208,795800.0,0.3,3
38,1,1,3,2,39993.737475,540.0,0.0,4
38,1,1,3,2,39993.737475,210.0,0.0,4
38,1,1,3,2,39993.737475,430.0,0.0,4
38,1,1,3,2,39993.737475,570.0,0.0,4
38,1,1,3,2,39993.737475,520.0,0.0,4
69,4,1,1,3,26028356.713,50427000.0,0.8924003301674328,1
69,4,1,1,3,19272657.816,14813761.0,0.8132399411607739,1
69,4,1,1,3,23596305.11,27360800.0,0.8608683894738621,1
69,4,1,1,3,20677843.186,28403500.0,0.7569911660919402,1
69,4,1,1,3,21196680.862,14394000.0,0.4928818385194224,3
41,3,2,0,1,152408.56713,321000.0,0.18604651162790697,4
41,3,2,0,1,152408.56713,444000.0,0.18604651162790697,4
41,3,2,0,1,152408.56713,344000.0,0.18604651162790697,4
41,3,2,0,1,152408.56713,336000.0,0.18604651162790697,4
41,3,2,0,1,152408.56713,441000.0,0.18604651162790697,4
26,4,1,1,2,117819.38878,129100.0,0.2099236641221374,4
26,4,1,1,2,117819.38878,129100.0,0.2099236641221374,4
26,4,1,1,2,117819.38878,129100.0,0.2099236641221374,4
26,4,1,1,2,117819.38878,129100.0,0.2099236641221374,4
26,4,1,1,2,117819.38878,129100.0,0.2099236641221374,4
57,4,1,2,3,29076528.056,828416000.0,0.0,4
57,4,1,2,3,36729383.768,848745400.0,0.0,4
57,4,1,2,3,36642910.822,876713000.0,0.0,4
57,4,1,2,3,36653719.94,884375000.0,0.0,4
57,4,1,2,3,36653719.94,721138000.0,0.0,4
51,4,1,2,1,167541.33267,1320300.0,0.05361930294906166,4
51,4,1,2,1,167541.33267,1318400.0,0.05361930294906166,4
51,4,1,2,1,167541.33267,1319500.0,0.05361930294906166,4
51,4,1,2,1,167541.33267,1321600.0,0.05361930294906166,4
51,4,1,2,1,167541.33267,1320700.0,0.05361930294906166,4
45,2,1,7,2,98362.975952,3897900.0,0.0,4
45,2,1,7,2,98362.975952,3817900.0,0.0,4
45,2,1,7,2,98362.975952,3885900.0,0.0,4
45,2,1,7,2,98362.975952,3830900.0,0.0,4
45,2,1,7,2,97282.064128,3817900.0,0.0,4
45,1,1,10,2,43236.472946,53100.0,0.0,4
45,1,1,10,2,43236.472946,73800.0,0.0,4
45,1,1,10,2,43236.472946,18250.0,0.0,4
45,1,1,10,2,43236.472946,66020.0,0.0,4
45,1,1,10,2,43236.472946,17260.0,0.0,4
73,4,2,0,1,1875382.014,23122000.0,0.9695048309178744,1
73,4,2,0,1,1700274.2986,13116410.0,0.8123077008442435,1
73,4,2,0,1,1564079.4088,18954300.0,0.9257446628976458,1
73,4,2,0,1,974982.46493,14563570.0,0.5046732528993741,2
73,4,2,0,1,1523004.7595,15962100.0,0.6531493112093252,2
61,1,2,0,1,8863.4769539,60380.0,0.0,4
61,1,2,0,1,8863.4769539,78750.0,0.0,4
61,1,2,0,1,8863.4769539,68210.0,0.0,4
61,1,2,0,1,8863.4769539,81840.0,0.0,4
61,1,2,0,1,8863.4769539,84090.0,0.0,4
47,3,1,0,1,45398.296593,58600.0,0.0,4
47,3,1,0,1,41074.649299,36500.0,0.0,4
47,3,1,0,1,38912.825651,38490.0,0.0,4
47,3,1,0,1,38912.825651,41490.0,0.0,4
47,3,1,0,1,43236.472946,66490.0,0.0,4
43,3,2,3,2,28103.707415,111800.0,0.0,4
43,3,2,3,2,28103.707415,121400.0,0.0,4
43,3,2,3,2,30265.531062,106100.0,0.0,4
43,3,2,3,2,28103.707415,108000.0,0.0,4
43,3,2,3,2,29184.619238,126900.0,0.0,4
60,1,2,2,1,33508.266533,144500.0,0.0,4
60,1,2,2,1,33508.266533,144110.0,0.0,4
60,1,2,2,1,33508.266533,138700.0,0.0,4
60,1,2,2,1,33508.266533,142270.0,0.0,4
60,1,2,2,1,33508.266533,137430.0,0.0,4
83,4,1,0,2,1757562.6253,44026230.0,0.7695673492362594,1
83,4,1,0,2,1602992.2345,41648300.0,0.7694562509160193,1
83,4,1,0,2,1744591.6834,41196400.0,0.7696423728440851,1
83,4,1,0,2,1527328.4068,41850720.0,0.7695058746277057,1
83,4,1,0,2,1637581.4128,44616800.0,0.7695746817258995,1
40,4,1,1,1,194564.12826,1523300.0,0.2608695652173913,3
40,4,1,1,1,194564.12826,1547300.0,0.2608695652173913,3
40,4,1,1,1,194564.12826,1547400.0,0.2608695652173913,3
40,4,1,1,1,194564.12826,1476400.0,0.2608695652173913,3
40,4,1,1,1,194564.12826,1519300.0,0.2608695652173913,3
43,4,2,0,2,23780.06012,447100.0,0.0,4
43,4,2,0,2,23780.06012,317400.0,0.0,4
43,4,2,0,2,23780.06012,370700.0,0.0,4
43,4,2,0,2,24860.971944,278800.0,0.0,4
43,4,2,0,2,24860.971944,415300.0,0.0,4
59,3,1,0,2,0.0,22690900.0,0.28653295128939826,3
59,3,1,0,2,0.0,22640550.0,0.29411764705882354,3
59,3,1,0,2,0.0,22505000.0,0.32051282051282054,3
59,3,1,0,2,0.0,22569500.0,0.3076923076923077,3
59,3,1,0,2,0.0,22572000.0,0.3076923076923077,3
52,4,1,2,2,148084.91984,1415000.0,0.5882352941176471,2
52,4,1,2,2,155651.30261,2118000.0,0.6923076923076923,2
52,4,1,2,2,152408.56713,1436000.0,0.6923076923076923,2
52,4,1,2,2,157813.12625,1468000.0,0.6888888888888889,2
52,4,1,2,2,157813.12625,1307000.0,0.5882352941176471,2
84,3,2,0,3,34589.178357,101100.0,0.0,4
84,3,2,0,3,34589.178357,127100.0,0.0,4
84,3,2,0,3,35670.09018,167200.0,0.0,4
84,3,2,0,3,34589.178357,105700.0,0.0,4
84,3,2,0,3,35670.09018,116900.0,0.0,4
66,4,1,1,2,376157.31463,3122630.0,0.9536336731338375,1
66,4,1,1,2,332920.84168,2797170.0,0.48892723612309463,3
66,4,1,1,2,361024.5491,3609190.0,0.9344177193286035,1
66,4,1,1,2,355619.98998,2838240.0,0.8808724832214765,1
66,4,1,1,2,376157.31463,2833900.0,0.3971631205673759,3
75,4,1,0,3,121062.12425,1240800.0,0.0,4
75,4,1,0,3,121062.12425,1241800.0,0.0,4
75,4,1,0,3,121062.12425,1241800.0,0.0,4
75,4,1,0,3,121062.12425,1240800.0,0.0,4
75,4,1,0,3,121062.12425,1242800.0,0.0,4
78,4,2,0,3,166460.42084,4785000.0,0.8786610878661087,1
78,4,2,0,3,166460.42084,6115000.0,0.9114954221770092,1
78,4,2,0,3,169703.15631,4993000.0,0.8853150540469286,1
78,4,2,0,3,175107.71543,7815000.0,0.9342403628117913,1
78,4,2,0,3,164298.59719,9605000.0,0.9482450922070196,1
58,3,1,1,2,579368.73747,38780900.0,0.0,4
58,3,1,1,2,623686.12224,38781900.0,0.0,4
58,3,1,1,2,825816.63327,38780900.0,0.0,4
58,3,1,1,2,490733.96794,38779900.0,0.0,4
58,3,1,1,2,1053889.0281,38781900.0,0.0,4
66,4,1,1,2,797712.92585,15924000.0,0.4941599281221923,3
66,4,1,1,2,816088.42685,16974000.0,0.5941663665826431,2
66,4,1,1,2,798793.83768,16473000.0,0.5942342342342343,2
66,4,1,1,2,871214.92986,16318000.0,0.4688679245283019,3
66,4,1,1,2,840949.3988,16554000.0,0.5216468590831919,2
61,2,1,0,1,34589.178357,310300.0,0.0,4
61,2,1,0,1,34589.178357,333100.0,0.0,4
61,2,1,0,1,34589.178357,313800.0,0.0,4
61,2,1,0,1,34589.178357,299700.0,0.0,4
61,2,1,0,1,34589.178357,275930.0,0.0,4
37,1,2,0,1,81068.386774,35420.0,0.0,4
37,1,2,0,1,78906.563126,29210.0,0.0,4
37,1,2,0,1,81068.386774,34310.0,0.0,4
37,1,2,0,1,64854.709419,32710.0,0.0,4
37,1,2,0,1,81068.386774,40210.0,0.0,4
46,4,1,1,1,599906.06212,3876000.0,0.5494252873563218,2
46,4,1,1,1,599906.06212,3919000.0,0.5494252873563218,2
46,4,1,1,1,599906.06212,3737000.0,0.44,3
46,4,1,1,1,599906.06212,3828000.0,0.5178351783517835,2
46,4,1,1,1,599906.06212,3927000.0,0.5494252873563218,2
35,3,1,4,1,61611.973948,242900.0,0.0,4
35,3,1,4,1,59450.150301,296000.0,0.0,4
35,3,1,4,1,60531.062124,268200.0,0.0,4
35,3,1,4,1,55126.503006,256300.0,0.0,4
35,3,1,4,1,58369.238477,294500.0,0.0,4
67,4,1,0,2,245366.98397,10251500.0,0.0,4
67,4,1,0,2,245366.98397,10251500.0,0.0,4
67,4,1,0,2,245366.98397,10251500.0,0.0,4
67,4,1,0,2,245366.98397,10251500.0,0.0,4
67,4,1,0,2,245366.98397,10252500.0,0.0,4
67,2,1,2,3,2140205.4108,33562100.0,0.39363241678726485,3
67,2,1,2,3,2140205.4108,31577200.0,0.33901607403799316,3
67,2,1,2,3,2140205.4108,37100600.0,0.2536108751062022,3
67,2,1,2,3,2140205.4108,35565000.0,0.342668863261944,3
67,2,1,2,3,2140205.4108,33165400.0,0.29005975013579577,3
50,4,1,0,1,183755.01002,2308500.0,0.3333333333333333,3
50,4,1,0,1,183755.01002,2313200.0,0.33114035087719296,3
50,4,1,0,1,183755.01002,2309000.0,0.32967032967032966,3
50,4,1,0,1,183755.01002,2306000.0,0.32967032967032966,3
50,4,1,0,1,183755.01002,2306200.0,0.3237250554323725,3
